,journal_title,article_title,contributors,year,doi
73,Geoscientific Model Development,Geoscientific Model Development,"['Tongwen Wu', 'Fang Zhang', 'Jie Zhang', 'Weihua Jie', 'Yanwu Zhang', 'Fanghua Wu', 'Laurent Li', 'Jinghui Yan', 'Xiaohong Liu', 'Xiao Lu', 'Haiyue Tan', 'Lin Zhang', 'Jun Wang', 'Aixue Hu']",2020,10.5194/gmd-13-977-2020
74,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['S. M. Burrows', 'M. Maltrud', 'X. Yang', 'Q. Zhu', 'N. Jeffery', 'X. Shi', 'D. Ricciuto', 'S. Wang', 'G. Bisht', 'J. Tang', 'J. Wolfe', 'B. E. Harrop', 'B. Singh', 'L. Brent', 'S. Baldwin', 'T. Zhou', 'P. Cameron‐Smith', 'N. Keen', 'N. Collier', 'M. Xu', 'E. C. Hunke', 'S. M. Elliott', 'A. K. Turner', 'H. Li', 'H. Wang', 'J.‐C. Golaz', 'B. Bond‐Lamberty', 'F. M. Hoffman', 'W. J. Riley', 'P. E. Thornton', 'K. Calvin', 'L. R. Leung']",2020,10.1029/2019MS001766
75,Biogeosciences,Biogeosciences,"['Friedrich A. Burger', 'Jasmin G. John', 'Thomas L. Frölicher']",2020,10.5194/bg-17-4633-2020
76,Environmental Research Letters,Environmental Research Letters,"['Chris D Jones', 'Pierre Friedlingstein']",2020,10.1088/1748-9326/ab858a
77,Climate Resilience and Sustainability,Climate Resilience and Sustainability,"['Auguste Caen', 'T. Luke Smallman', 'Aline Anderson de Castro', 'Eddy Robertson', 'Celso von Randow', 'Manoel Cardoso', 'Mathew Williams']",2022,10.1002/cli2.10
78,Geoscientific Model Development,Geoscientific Model Development,"['Ralf Döscher', 'Mario Acosta', 'Andrea Alessandri', 'Peter Anthoni', 'Thomas Arsouze', 'Tommi Bergman', 'Raffaele Bernardello', 'Souhail Boussetta', 'Louis-Philippe Caron', 'Glenn Carver', 'Miguel Castrillo', 'Franco Catalano', 'Ivana Cvijanovic', 'Paolo Davini', 'Evelien Dekker', 'Francisco J. Doblas-Reyes', 'David Docquier', 'Pablo Echevarria', 'Uwe Fladrich', 'Ramon Fuentes-Franco', 'Matthias Gröger', 'Jost v. Hardenberg', 'Jenny Hieronymus', 'M. Pasha Karami', 'Jukka-Pekka Keskinen', 'Torben Koenigk', 'Risto Makkonen', 'François Massonnet', 'Martin Ménégoz', 'Paul A. Miller', 'Eduardo Moreno-Chamarro', 'Lars Nieradzik', 'Twan van Noije', 'Paul Nolan', ""Declan O'Donnell"", 'Pirkka Ollinaho', 'Gijs van den Oord', 'Pablo Ortega', 'Oriol Tintó Prims', 'Arthur Ramos', 'Thomas Reerink', 'Clement Rousset', 'Yohan Ruprich-Robert', 'Philippe Le Sager', 'Torben Schmith', 'Roland Schrödner', 'Federico Serva', 'Valentina Sicardi', 'Marianne Sloth Madsen', 'Benjamin Smith', 'Tian Tian', 'Etienne Tourigny', 'Petteri Uotila', 'Martin Vancoppenolle', 'Shiyu Wang', 'David Wårlind', 'Ulrika Willén', 'Klaus Wyser', 'Shuting Yang', 'Xavier Yepes-Arbós', 'Qiong Zhang']",2022,10.5194/gmd-15-2973-2022
79,Scientific Reports,Scientific Reports,"['B. González-Domínguez', 'P. A. Niklaus', 'M. S. Studer', 'F. Hagedorn', 'L. Wacker', 'N. Haghipour', 'S. Zimmermann', 'L. Walthert', 'C. McIntyre', 'S. Abiven']",2019,10.1038/s41598-019-42629-5
80,Naturen,Naturen,['Terje Berntsen'],2021,10.18261/issn.1504-3118-2021-05-06
81,Biogeosciences,Biogeosciences,"['Anna Katavouta', 'Richard G. Williams']",2021,10.5194/bg-18-3189-2021
82,Geoscientific Model Development,Geoscientific Model Development,"['Johann H. Jungclaus', 'Edouard Bard', 'Mélanie Baroni', 'Pascale Braconnot', 'Jian Cao', 'Louise P. Chini', 'Tania Egorova', 'Michael Evans', 'J. Fidel González-Rouco', 'Hugues Goosse', 'George C. Hurtt', 'Fortunat Joos', 'Jed O. Kaplan', 'Myriam Khodri', 'Kees Klein Goldewijk', 'Natalie Krivova', 'Allegra N. LeGrande', 'Stephan J. Lorenz', 'Jürg Luterbacher', 'Wenmin Man', 'Amanda C. Maycock', 'Malte Meinshausen', 'Anders Moberg', 'Raimund Muscheler', 'Christoph Nehrbass-Ahles', 'Bette I. Otto-Bliesner', 'Steven J. Phipps', 'Julia Pongratz', 'Eugene Rozanov', 'Gavin A. Schmidt', 'Hauke Schmidt', 'Werner Schmutz', 'Andrew Schurer', 'Alexander I. Shapiro', 'Michael Sigl', 'Jason E. Smerdon', 'Sami K. Solanki', 'Claudia Timmreck', 'Matthew Toohey', 'Ilya G. Usoskin', 'Sebastian Wagner', 'Chi-Ju Wu', 'Kok Leng Yeo', 'Davide Zanchettin', 'Qiong Zhang', 'Eduardo Zorita']",2017,10.5194/gmd-10-4005-2017
